id,sentences
5151,A man is wearing gloves while working with a woman. She is being still as he clamps her nose.
5152,Man is in a bricked sidewalk doing a shot put. Man is throw the ball to a large green grassy field.
5153,A woman is seen holding a guitar.
5154,A man is pulled on a knee board and goes over jumps with a tow rope.
5155,A man is pulled on a knee board and goes over jumps with a tow rope. People wake board over ramps in a lake pulled by a tow rope.
5156,"A woman is outside with her two kids, drawing a game of hopscotch on the ground with a piece of chalk."
5157,First the woman introduces the man and what he has bought to town.
5158,A cowboy rides his horse out of a gate.
5159,A cowboy rides his horse out of a gate. He ropes a calf with a lasso.
5160,A man is holding a paintball gun in his hand.
5161,"A man is holding a paintball gun in his hand. He runs out from behind a building, shooting at the other players."
5162,"He runs out from behind a building, shooting at the other players. The players shoot back as he runs at top speed."
5163,A car is seen stuck in some water while another car drive past with a person riding skis on the back.
5164,A still of eight men posing with their arms raised up is shown. Men compete at arm wrestling with professional referees judging.
5165,Men are standing in the entrance of a house taking off the shoes and talknig to another man. Man kneel down and put a flip flops.
5166,"A boy is sitting in front of the camera, then he stands up and joins his team."
5167,"Several people are shown before a crowd of people begin to stand up in the bleachers to support them. Next, a group of paint ballers begin to take off and shoot one another."
5168,"While they are hitting each other, the concession stand is shown as well as many people entering and buying snacks."
5169,There is a lacrosse game going on on a really big field.
5170,"There is a lacrosse game going on on a really big field. There are many viewers in attendance to watch the games, one of them is recording it."
5171,"There are many viewers in attendance to watch the games, one of them is recording it. The teams are wearing green and white stripes and the other blue and white."
5172,"The male without the shoes, does many flips and the boy with the jumping repeats them as well but with the shoes."
5173,Once the boy has finally done the flip successfully with the shoes he stops and is congratulated by his friend and there is an instant replay.
5174,"The title shows on black, then we see a boy. We see a shot of the terrain. The boy puts on gear and talks to the camera."
5175,We see the boy riding the dirt bike. We see the drone flying in the air and the boy controlling it as he speaks to us.
5176,"On the tv, two men are shown standing in a circle dressed as sumo wrestlers preparing to fight and they eventually end up rolling off."
5177,People are standing in a pen. A bull is chasing them around.
5178,A young man is seen close up who then lays down on a table and looks around.
5179,A young man is seen close up who then lays down on a table and looks around. A woman is seen piercings the mans lip an showing it from various angles.
5180,A woman throws a frisbee for the dog to catch in a backyard.
5181,A woman throws a frisbee for the dog to catch in a backyard. The woman raise a feet for the dog to jump over and catch a frisbee.
5182,The wall breaks and the man flies down the hill into a tree. The man stands up next to the kayak and talks.
5183,"A girl in black shirt and black pants is jumping using a small bouncing pole, while her hands have two batons."
5184,A man is seen speaking to the camera while holding a skateboard and leads into moving the board with his hands and then demonstrating moves.
5185,A person in the audience flips the pages of a book. People applaud while the musician plays the saxophone.
5186,The opening credits of a show display an image of a blonde woman.
5187,The opening credits of a show display an image of a blonde woman. A man walks in and sits with her in a restaurant as they talk.
5188,We see a man body slam a man on the street. We see the other man be body slammed.
5189,A young girl is seen looking at the camera and leads into her putting eyeliner on as well as mascara.
5190,A little boy snarls at the camera. We see men playing foosball and shots of the crowd. We see shots of cameras.
5191,We see shots of cameras. We see people celebrating their victory. A crowd jumps over a wall. Groups of people hug and jump.
5192,We see a makeup artist talk while sitting front of a mirror. The lady takes out a set of false eyelashes and trims one to size.
5193,"The lady removes her glasses , puts on mascara and applies the false lash to one eye. The lady is in front of the mirror talking again."
5194,A woman is sitting behind a table. She rolls up a towel and puts it in tissue paper.
5195,She rolls up a towel and puts it in tissue paper. She puts the tissue paper inside of a gift bag.
5196,The video is how to properly wash your hands.
5197,A man is seen climbing on a dirt bike and shown speaking to the camera with others.
5198,A young man is shown in a bathroom and he is setting up a camera in front of a mirror.
5199,He smiles and then continues on with the trim of his beard until it is shown and turns into a goatee.
5200,A woman sits with her cat and cuts its nails.
5201,The man pulls the carpet back from the wall and sticks the strip on the board under the carpet.
5202,A woman is seen speaking to the camera and then pours ice into a glass. She pours various liquids into the glass and mixing it around with a mixer.
5203,A lawnmower in a yard is shown.
5204,A lawnmower in a yard is shown. A boy fills it with gas.
5205,A large group of people are seen sitting around an arena with a man sitting on top of a horse.
5206,A large group of people are seen sitting around an arena with a man sitting on top of a horse. The man then rides into the pit and ropes up the calf running around.
5207,"Two bulky men, wearing black top are standing on the table, they put their arms on the table and positioned themselves in an armwrestle match."
5208,The men started to arm wrestle while while a referee is watching closely to the men's arm to see who is winning.
5209,"Three women are dancing in a room. They are dancing to music, portraying an aerobic exercise style called zumba."
5210,Big mena re standing on a ring getting ready to wrest.
5211,Big mena re standing on a ring getting ready to wrest. Referee wearing a chinese suit is in the middle of the men.
5212,A woman is standing in front of a vase on a table. She uses plastic wrap to wrap around the vase.
5213,A man is seen speaking to the camera while holding a tennis racket and leads into shots of him hitting the ball with another on a field.
5214,More close ups of the boats are shown as well as people sitting in the grass and celebrating.
5215,A person holds their phone as they walk in a field near a river bank and films the river as it runs. We see a ladies head. We film as people come over a small waterfall in black rafts.
5216,"It changes to color, then a man is shown cleaning a window. The equipment sits gathered together, cutting to the clean window."
5217,A shot of christmas tree is shown with people quickly moving in and out of frame.
5218,A close up of a girl's hair is seen that leads into her in a room braiding her hair.
5219,A young asian boy is sitting behind a trap-set smiling frantically in participation of his performance.
5220,A young asian boy is sitting behind a trap-set smiling frantically in participation of his performance. Another toddler is then shown having trouble taking off the microphone but isn't successful.
5221,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two.
5222,The camera pans to show the nearby buildings. The man is shown kneeling and installing the covering on a raised ridge on the rooftop.
5223,A muscular woman and a smaller man are in a room arm wrestling as people cheer them on. They get into position and the man counts to three.
5224,A group of children are seen swimming in a pool.
5225,A group of children are seen swimming in a pool. The kids hit a ball back and forth in the water.
5226,A man is seen speaking to the camera while holding up a pair of shoes and leads into him untying the shoes and rubbing a rag along it.
5227,A group of people jump rope in a coordinated pattern. Three of them at the front roll to the side and retreat to the back.
5228,Three of them at the front roll to the side and retreat to the back. The scene changes to a different group doing jump rope tricks.
5229,The scene changes to a different group doing jump rope tricks. The scene changes to the original group performing jump rope tricks.
5230,The scene changes once again to the second group performing rope tricks. The scene returns once more to the first group performing rope tricks.
5231,A man is mowing his lawn with a little boy.
5232,A man is standing at a table with a blue mask on.
5233,A man is standing at a table with a blue mask on. He begins welding something on the table.
5234,A close up of a machine is shown followed by a close up of a vacuum and a person using her foot.
5235,A little girl crouches down on the carpeted floor and is placing sponge curlers on the carpet.
5236,A lady with a black blouse sits next to the child and begins placing the curlers in the little girls hair.
5237,While the lady in the black blouse curls the child's hair the little girl is holding a sponge curler and hands it to the lady one at a time.
5238,A woman is seen sitting at a table speaking to the camera and begins wrapping a present.
5239,They step back and forth and spin around. They speed up their dancing as they go along.
5241,A man with a button down shirt behind a bar is showing how to make some mixed drinks.
5242,A man with a button down shirt behind a bar is showing how to make some mixed drinks. He starts to pour into a little silver cup and then into the glass.
5243,He adds some more stuff into the glass and then he stirs its up with a long spoon.
5244,A wrestler is seen walking out in front of an audience and sitting on the floor. Two men are then seen walking out onto a pit with one throwing dirt and kneeling down.
5245,A video warning showing characteristics of the products is shown.
5246,People are scuba diving with fish under water.
5247,People are scuba diving with fish under water. A fish is swimming around under the water.
5248,A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor.
5249,"The woman begins by talking, looking into the camera and standing next to, and holding the handle of a steam cleaner while standing on a hardwood floor and pulling the cleaner across the floor with white steam pouring out of it."
5250,A view of islands and the evening sky are shown.
5251,A view of islands and the evening sky are shown. A woman uses a canvas to paint the images in various colors.
5252,"Once the camera pans out, the man's robe drops and the guy reveals that he is wearing a diaper."
5253,A scuba diver is seen giving a hand gesture to the camera and swimming around underwater.
5254,Many fish swim around the man while he moves his hands around and another person swims into frame.
5255,"A guy leaves a crowd, chases after a black cattle, lassoes the cattle."
5256,A woman is seen sitting on a camel looking at the camera while another man climbs on top. A man then helps the camels stand up while the people are still riding in front.
5257,A man dressed in a grey shirt and black adidas sweatpants then begins to pick up weights and throws them down abruptly and repeats it one more time.
5258,"After, a woman with a black brace around her middle section is pictured doing the exact same thing and does several sets and a different man follows her exact same actions."
5259,"Then, the girl stands on the rope and jump on her legs, and touches the rope with the body and buttocks."
5260,A lady sits on the ground. The lady begins playing a drum like instrument.
5261,A woman is seen sitting on the ground while speaking to the camera and leads into her laying down.
5262,A girl is seen sitting behind a set of drums and speaking to the camera.
5263,The person is seen hitting the drums in front of her continuously while also looking to the camera.
5264,Several people are on horses playing polo. There is a crowd in the background watching.
5265,Several people are on horses playing polo. There is a crowd in the background watching. A careless man causes his horse to fall.
5266,"The horse gets up but, the man remains on the ground. The other players and a referee ride their horses away."
5267,One of the players and a woman walk over to check on the man on the ground.
5268,One of the players and a woman walk over to check on the man on the ground. The other polo players are in the area walking around with their horses.
5269,A lemonade drink is displayed on a counter.
5270,A lemonade drink is displayed on a counter. A man rolls a lemon around on a small cutting board.
5271,He cuts the lemon into small pieces. The man grabs a glass. The man pours sugar into a glass.
5272,The man throws the sliced lemons into the glass. The man grabs a wooden fork and crushes the lemons inside the glass.
5273,The man grabs a wooden fork and crushes the lemons inside the glass. The man throws ice cubes into the glass.
5274,The man grabs a wooden fork and crushes the lemons inside the glass. The man throws ice cubes into the glass. Water is poured into the glass.
5275,The man covers the glass with a red cover. The man shakes the glass. The man shows off the lemonade drink.
5276,People are standing behind large drums.
5277,A young woman wearing a pink dress walks onto a gym floor.
5278,"A young woman wearing a pink dress walks onto a gym floor. She poses with her baton, and begins dancing."
5279,"Woman is slicing a chocolate cake and its decorating it, put a second floor and some pink fondam."
5280,Woman took a marker and write a letter in a pink foam craft and trimming it in a candy. Woman walks into a party with a lot of kids holding the cake on her hands.
5281,A man is kneeling down holding a kettle bell. Another man comes up and takes the kettle bell.
5282,A graphic screen appears to introduce the video.
5283,A graphic screen appears to introduce the video. A sailing team is maneuvering a boat in the water.
5284,"Two teams play ice hockey while a crowd watch, suddenly the hockey puck hits the face of a player that falls to the floor."
5285,"Two teams play ice hockey while a crowd watch, suddenly the hockey puck hits the face of a player that falls to the floor. The injured player is taken to the dressing room by two men, then the teams continue playing."
5286,"The injured player is taken to the dressing room by two men, then the teams continue playing. A player get hit the face by a hockey puck."
5287,A lady squats outside washing clothes in a bucket.
5288,"A group of men have formed together a nice little band. They have a singer, guitarist and even drummer all together trying to make some music."
5289,"They have a singer, guitarist and even drummer all together trying to make some music. The signer is very passionate about his work, he gets very into the song."
5290,Lawrence is showing and telling viewers how to clean and prep your windows.
5291,Lawrence is showing and telling viewers how to clean and prep your windows. First he rolls down the driver window and applies the soap and water solution to the glass.
5292,People are sitting in chairs inside a barbershop.
5293,"A man on a soccer field made at a sandy beach puts a soccer ball down on the sand, walks back out of frame, and quickly appears running and then kicks the ball towards the goal with a goalie but he misses the goalie and it bounces off of the wall behind the goal."
5294,Different men take the place of the kicker and the goalie and the kicker attempts to kick it in the goal and the goalie blocks it.
5295,"Another set of kicker and goalie are up, and this time the kicker successfully makes the goal."
5296,The girl shows how to wrap a gift by wrapping a plain box while kneeling on the floor.
5297,The girl shows how to wrap a gift by wrapping a plain box while kneeling on the floor. The girl adds a bow and shows the finished box.
5298,A camera zooms in on various buildings both inside and outside. Two people are then seen fencing against one another while people cheer on the sides.
5299,People are playing lacrosse on a field.
5300,A rubiks cube sits on a laptop as a clock counts down.
5301,A rubiks cube sits on a laptop as a clock counts down. The clock strikes 0 and a person picks up the cube.
5302,The clock strikes 0 and a person picks up the cube. The cube is completed in under 15 seconds.
5303,A person picks a lemon off a tree. They are standing at a counter squeezing the lemons.
5304,The video shows clips of various fails in athletics where people fall through mistakes and hurt themselves accidentally. There are three girls on a field where on slips and falls.
5305,Another set of people hurt themselves when one person does a wrong back flip and falls.
5306,Cheerleaders practicing in a gym fall down when another person comes running and bumps into them.
5307,Cheerleaders practicing in a gym fall down when another person comes running and bumps into them. Cheerleader in a field have an accidental fall.
5308,Cheerleader in a field have an accidental fall. Another group of cheerleader practicing indoors also fall to the ground when they lose balance.
5309,There are some more groups of cheerleader who face mishaps and fall down on each other.
5310,There are a lot of different action shows taking place. People are in various states of happiness but also sadness.
5311,A camera pans all around a person sitting on a bike putting gloves on and leads into several clips of people riding tracks on bikes.
5312,A young man was playing the piano.
5313,The kids and adults pour sand on the pail and dumped it on the ground.
5314,"A boy rollerblades around a paved, indoor, environment surrounded by other children."
5315,The man in blue shirt is sitting on the wheel chair.
5316,"The young man put his leg over his leg and put his socks and shoes, he did the same thing on other leg."
5317,A camera pans around various landscapes and leads into a person stopping a car and people riding down a road.
5318,Several shots are shown of people riding down the hill with a car driving behind them and close ups of peoples faces.
5319,A girl is outside on a slab of concrete next to a body of water and she beings to jump rope doing intricate jumps in between.
5320,"As the location changes, she moves in front of a mountain of rocks and begins twirling before she returns to jump roping."
5321,A large group of people are seen standing around outside with one hitting a ball.
5322,A woman's eyes are shown close up from different angles.
5323,A woman's eyes are shown close up from different angles. She is then shown applying eye shadow and liner.
5324,Several clips are shown of people lounging on the beach as well as sitting by the water and walking around. A man then plays a game with various girls while rubbing down their bodies.
5325,A grown man is seen talking to the camera with his hands and walking down a hallway.
5326,We see the title and introduction on a black screen. A boy is seen raking leaves in a yard.
5327,A person rides a motorcycle on a dirt path. The person jumps over the hills on the path.
5328,A young child is seen riding down a slide and running to the top again.
5329,A close up of a car is seen following by a person walking into frame.
5330,A man in a blue shirt is kneeling down. He is washing clothes in a bucket in the sink.
5331,A naked teen rides an utility vehicle in the woods.
5332,The credits of the clip are shown. A man talks while sitting in a kayak boat.
5333,A man is standing in the snow. People are going down a hill in a tube.
5334,A man is shown speaking to the camera and close up of various cook pots and pans.
5335,A small group of people are seen performing on a stage playing various ingredients and leads into a couple dancing with one another.
5336,"They all chug for as long as they can some finish and some don't. They are laughing and talking about the results, one of them pouring on to little plates."
5337,The group of people then throw a ball around the area while a person walks in and out of frame.
5338,People are long boarding under a bridge.
5339,A foosball table is on a tiled floor.
5340,A foosball table is on a tiled floor. People are playing foosball indoors.
5341,"A woman is now on a ladder and she's trying to put some border wall paper to the top of a wall and is very frustrated that she's having a hard time, and she drops the wall paper and climbs down the ladder to the ground and is not very happy."
5342,"A black object appears and the woman is now placing it onto a long pole, she's back on the ladder and she's using the black object to help her hold up the border wall paper as she applies it all along the wall."
5343,A man in a green shirt throws a dart. A man in a black shirt stands behind him.
5344,A police officer is shown performing spins and tricks on a skateboard in the middle of a street.
5345,"A woman is lying down, and another person is using an elongated needle to apply a tattoo to her upper arm."
5346,One man is seen holding boxing gloves and hitting a man standing in front of him.
5347,A woman in a leather dress and hat dances in a public station.
5348,"A woman in a leather dress and hat dances in a public station. A man joins her, dancing side to side in a flamenco style dance."
5349,"A man joins her, dancing side to side in a flamenco style dance. They continue dancing as a small crowd gathers to watch."
5350,"A large, blue wave is seen."
5351,"A large, blue wave is seen. The title appears over the wave."
5352,"A large, blue wave is seen. The title appears over the wave. We see surfers riding waves in the ocean."
5353,We see surfers riding waves in the ocean. A man is engulfed by a wave. A man escapes being overcome by a wave.
5354,"A series of shiny blue balls float across the screen. A woman is outside with a skateboard, as she drops it to the ground and talks."
5355,A person is seen holding up a small dog under running water.
5356,"He has to get all the snow off of the car, from the windows and everything. Once he is done getting the snow off the car he moves the car away."
5357,A man is seen holding a bow and arrow and begins shooting several arrows at a target.
5358,A man is seen holding a bow and arrow and begins shooting several arrows at a target. The man pulls his arrows out and then shoots more from farther away.
5359,A large group of people are seen standing around a gymnasium with many performing fencing matches on the side.
5360,Text is shown with regards to how to install wallpaper.
5361,A women is standing in a hardware store and then shows you the various tools required for installation of the wallpaper.
5362,She is then shown again speaking in front of a wall and giving instructions as to how to begin the process. The is then shown mixing the glue required and applies it to a white wall.
5363,She then applies to wallpaper very carefully and trims it to fit perfectly. She applies some more paper and gets it lined up.
5364,"A woman sprays mist onto the hair of young man and she continues on to cut his hair, blow dry it, and finishes off by styling it."
5365,Two hair stylists stand next to a young man as they speak to a camera about justin bieber's hairstyle look.
5366,Two hair stylists stand next to a young man as they speak to a camera about justin bieber's hairstyle look. The female hair stylists begins by shampooing the hair of the young man.
5367,The female hair stylists begins by shampooing the hair of the young man. He sits and has his cut by the hair stylists.
5368,He sits and has his cut by the hair stylists. She sprays a product throughout the hair of the man. She juggles a few pomades.
5369,She juggles a few pomades. She smears the pomade onto her hands and rubs it all over the hair of the young man.
5370,She smears the pomade onto her hands and rubs it all over the hair of the young man. She styles the hair of young man with the use of her hands and a comb.
5371,"A man with a microphone is talking with two boys. One of the boys walks over to a mat, and starts break dancing."
5372,"One of the boys walks over to a mat, and starts break dancing. When he is done, the other boy saunters over and break dances too."
5373,"The man sticks the a baton in the back of his shirt the bows, he pulls it out then begins to dance. The man flips two times and tries to catch the baton but it falls."
5374,"The man moves the baton on his neck, and does a spin then moves the baton on his neck."
5375,A lady stands in front of a laptop. Guys play polo in front of an audience.
5376,Hockey players are seen walking out onto the ice as well as preparing back stage and skating around the rink with others.
5377,A woman is seen speaking to the camera and leads in her holding up art work and laying paint down on a pallet. She mixes some colors with a paintbrush and begins putting the paint on the blank canvas.
5379,"A blonde hair young lady appears in a kitchen and starts to eat a sandwich with bananas cut on it. Next, she goes to the gym and does doing weight lighting as her friend spots her."
5380,It's now 2: 22 and she is outside by the pool with her friends before she leaves around 4: 00 pm. The young lady is now at a restaurant working and delivering food for about four or five hours.
5381,A man picks up a ball and spins around.
5382,A man picks up a ball and spins around. He throws the ball onto the field.
5383,A woman is seen standing in front of a camera holding onto a rubix cube.
5384,A woman is seen standing in front of a camera holding onto a rubix cube. She begins attempting to solve the puzzle by moving her hands around.
5385,People are in the pool swimming.
5386,People are in the pool swimming. A person picks up a yellow ball and throws it.
5387,A man is standing outside in front of a shed. He uses a net to hit a ball to a small child.
5388,A close up of a pole is seen followed by people standing an talking to one another. More shots are shown of people sitting around while wearing paintball gear.
5389,A woman is seen swinging around on a set of uneven bars while a group of people practice and watch around her.
5390,A young woman is pulling back both of her eyelids open with her finger.
5391,A young woman is pulling back both of her eyelids open with her finger. She slowly hesitates with a circle lens on her finger.
5392,A young woman is pulling back both of her eyelids open with her finger. She slowly hesitates with a circle lens on her finger. She slowly places the lens into her eyes.
5393,She slowly places the lens into her eyes. She blinks a few times making sure the lens is properly in place.
5394,The man juices a lemon and washes the citrus juice. The man then slices a lemon in slices and takes out the seeds.
5395,The man then slices a lemon in slices and takes out the seeds. He puts the sliced lemon in a blender and blends it.
5396,The hand picks up a wooden mallet. The man holding the wooden mallet walks out of the room.
5397,Two people are seen standing on a stage facing one another and leads into them performing a dance routine with one another.
5398,A man and woman are talking on tv with microphones. The man appears to be singing before the crowd.
5399,"A hand holding a cup of coffee, sets the cup, with coffee in it, down, and a dog drinks the rest of the coffee from the cup."
5400,"A hand holds the handle of a white cup of coffee in the air and then sets it down on a wooden table, outside, in a dirt and grass covered area. A dog appears on the table and begins to drink the coffee from the cup."
5401,"A young man in a blue tank top performs a high, long, jump and interviews on a outdoor sports field while a group of athletes play football on another field."
5402,A man turns on his vacuum with his bare feet.
5403,A man turns on his vacuum with his bare feet. The man begins vacuuming up some white powder on a hardwood floor.
5404,The top of a woman's head is seen.
5405,The top of a woman's head is seen. She is shown getting her hair braided by another woman.
5406,Two men are seen standing in a room holding onto tennis rackets.
5407,"Then, the young man talks and then plays with a yellow ball and scores, while a person stand next to him."
5408,We see a shirtless man holding an electric shaver. The man adjusts the shaver.
5409,The man then shaves his face with the shaver. The man adjusts the shaver and shaves his nose hairs. The man then opens the razor.
5410,The man adjusts the shaver and shaves his nose hairs. The man then opens the razor. The man finishes and smiles at the camera.
5411,Three women and one man ride horses on an unpaved road in the forest.
5412,A woman is seen speaking to the camera while holding an accordion and and moving her hands around.
5413,A red ball hits a yellow ball in front of a woman. She is talking as she is engaged in a game of croquette.
5414,People are standing in a lakeside praticing how to use the rows standing next to kayaks. People on the lake is kayaking slowy.
5415,People are sitting in rafts going down a river.
5416,A man is holding a litle shovel and is cleaning the windows of a black car.
5417,A man is holding a litle shovel and is cleaning the windows of a black car. Te man is trying to ake off the ice from the windows.
5418,Kids are jump roping in a gym.
5419,Kids are jump roping in a gym. A man is standing in front of them holding a clipboard.
5420,A man is on top of the roof talking about how to work up there using certain tools and putting them under the shingles. He was able to get one out from underneath and then begins to press down on some metal.
5421,He was able to get one out from underneath and then begins to press down on some metal. He gets a hammer and begins to nail it in place and then he cuts off the excess.
5422,"A male and woman reporter speaks on a tv studio, while a young reporter speaks in the street."
5423,A gas station is seen with a small billboard and stack of tires at the front entrance.
5424,A man has his car filled with gas before getting back in and is assistant by attendants.
5425,A little boy is watching this happens and eventually the standing girl also falls to the ground and they're both laughing.
5426,Eventually both girls stand up and they proceed to skate on the road and into a residential driveway where they both continue to struggle skating and staying upright.
5427,We see a talking lady near her car on a snowy day.
5428,We see a talking lady near her car on a snowy day. We see the lady scrape snow from her windshield with a scraper.
5429,We see the lady scrape snow from her windshield with a scraper. We see a man on the other side of the car.
5430,A cesar salad is eady and its served in a bowl. Croutons are in a bowl and chopped ingredients are separated.
5431,"Croutons are in a bowl and chopped ingredients are separated. Theman mix all the ingredients in a bowl to make the dressing, put plastic wrap as a lid."
5432,"Theman mix all the ingredients in a bowl to make the dressing, put plastic wrap as a lid. Man cutts the lettuce and in a pan put oil with garlic and stir fry the croutons."
5433,A man is seen laughing to the camera and looking off into the distance.
5434,Wrapping paper is seen cover the box followed by scissors cutting the paper and laying down a box.
5435,A man in a hoodie faces the camera and talks. The camera pans and then follows a man wearing a leaf blower as he blows leaves.
5436,We see an opening title screen. We then we a lady riding a horse on the beach talking to the camera.
5437,We then we a lady riding a horse on the beach talking to the camera. We see a man riding behind the lady go in and out of the shot.
5438,We see a man riding behind the lady go in and out of the shot. We switch to a different lady riding and talking.
5439,Pictures of several men are shown out in a field taming a bull.
5440,Pictures of several men are shown out in a field taming a bull. Two men then appear in a field of dirt and begin to chase the bull.
5441,A man dressed in black performs tai chi at a beach.
5442,Men and women are standing in a dock playing drums. People in a marching band are standing on an open area playing cymbals and drummers.
5443,A young man is seen sitting in a chair with a woman walking around him and cutting his hair.
5444,Two men are seen sitting on each side of a table laughing with one another.
5445,A large group of people are seen laying out on the beach while others stand around and protest.
5446,He jumps into the air and flips his body around. He jumps off the bars to powder his hands.
5447,He jumps into the air and flips his body around. He jumps off the bars to powder his hands. A coach approaches him and they speak temporarily.
5448,"People rides horses in a trail road of a forest, then a little girl throws something to the ground."
5449,"People rides horses in a trail road of a forest, then a little girl throws something to the ground. A woman takes a selfie while sits on a horse."
5450,Lacrosse players jog around on the field. The camera zooms in on the back of a spectators head.
5451,Number 9 sets up and hits the ball downfield. The white and black team struggle to get the ball to the goal.
5452,Green takes possesion of the ball. The white teams scores a goal. Play continues and green takes possession of the ball.
5453,Play continues and green takes possession of the ball. They hit down field where white intercepts and passes back down field in the other direction.
5454,A boy is sitting inside on a chair shaving his legs with shaving cream. His sister is shaving his other leg for him.
5455,He most likely lost a bet and now he has to pay the price which is the leg shaving.
5456,A person sat on a chair with his accordion. The man reached behind his back and tie the strap on him.
5457,He then puts his feet in the surfboard and gets in the river next to the road.
5458,A view is seen of a vast cavernous valley and mountains.
5459,A person is seen putting fencing gear on while another man speaks to the camera.
5460,A camper describes how to make a fire.
5461,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet-ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald.
5462,A blonde guy has now emerged from the hut with a boogie board yet he still struggles to ride the waves.
5463,We see the blue opening screen.
5464,"The girl sits down, then gets on one knee and sits back down. We see a title screen on beige."
5465,"The lady is sitting on a table and shoes how to sit, and stand slowly holding your abdomen."
5466,A man uses a hose and towel to clean a car's roof. The man uses the hose and towel to clean the car's rear.
5467,Several pictures are shown of kids decorating pumpkins that lead into video of a small boy drawing on a pumpkin and a cat sniffing the object.
5468,A man begins wetting the mop in the century mop bucket system.
5469,"A man begins wetting the mop in the century mop bucket system. The mop is then used to clean the floor, gliding along the tiles with ease."
5470,A chef is talking inside a kitchen as he fills a pan with frying oil and water. He boils pasta noodles in a pot.
5471,A player is seen standing ready with another running and throwing the ball.
5472,A player is seen standing ready with another running and throwing the ball. The ball is hit and another catches the ball and throws it back.
5473,Several more shots of people playing are shown as well a team members watching and laughing on the side.
5474,Several more shots of people playing are shown as well a team members watching and laughing on the side. A player shakes hands with another and shows a slow motion recap of the previous play.
5475,An opening for a cooking show is seen. A couple is in a kitchen in front of food ingredients.
5476,More feet are shown trying to balance on the string with a man talking to the camera and others showing how to set it up.
5477,An athlete is seen standing ready before a large track.
5478,A male gymnast raises his hands and mounts the parallel bars. The man then swings and spins on the bars.
5479,The credits and final products of the clip are shown. A person is preparing some treats.
5480,"Butter, brown sugar, sugar, vanilla, eggs are mixed and whisked together in a glass bowl. Other ingredients and flour are mixed in a measuring cup."
5481,Oats are added to the combined mixture. A scoop is used to place this mix into a baking pan.
5482,The person uses their fingers to press the scoops of mixture down on the baking pan. The baking pan is placed in an oven.
5483,The person uses their fingers to press the scoops of mixture down on the baking pan. The baking pan is placed in an oven. The browned treats are moved from the oven.
5484,We see a lady running with a pole.
5485,We see a lady running with a pole. The lady pole vaults and hits the mat.
5486,The gymnast hops up onto a platform using his hands. The gymnast spins around the platform using hes hands to hold his weight.
5487,A man is seen kneeling on the ground holding carpet into his hands.
5488,A man is seen kneeling on the ground holding carpet into his hands. The man then begins laying carpet down all over the floor.
5489,An old clip is shown of a close up of a weight and a man lifting it over his head.
5490,A person is riding a bike over a trail.
5491,A person is riding a bike over a trail. They go over several jumps on the trail.
5492,A small white dog is standing on a table.
5493,A large group of people are seen riding on skis while one holds onto the other.
5494,A man is seen sitting down in a chair outside.
5495,A close up of a person's hands are seen followed by a man walking into frame.
5497,A few people kayak a long side him. The man in the yellow green kayak runs his kayak into the kayak of another person.
5498,The man in the yellow green kayak runs his kayak into the kayak of another person. They manage to break away from each other and continue kayaking.
5499,They manage to break away from each other and continue kayaking. The rough waters push the man into rocks.
5500,Gymnasts perform with a rod throwing it to the air and spinning around. A teen performs with a rod and throws to the air and flips before to catch it.
5501,A camera shows a rough lake and landscapes as well as people off in the distance and a man giving the camera a thumbs up.
5502,A young man kneels to lift a heavy weight.
5503,"A young man kneels to lift a heavy weight. Then, the young man lifts the weigh above his head while he kneels."
5504,A young firl wearing a blue bubble jacket has a stick in her hand and a tie covering her eyes.
5505,A young boy then spins her around and lets her go. She then begins hitting the stick ferociously against the air and ground trying to hit the pinata.
5506,We see men pulling and pushing a boat. We see the intro screen.
5507,There's a man demonstrating archery skills in an indoor gym.
5508,He begins by picking up the bow and arrow to show how to correctly hold and position the arrow.
5509,He begins by picking up the bow and arrow to show how to correctly hold and position the arrow. He then shows how to stretch the hand to extend the bow by pulling the string towards him.
5510,He then shows how to stretch the hand to extend the bow by pulling the string towards him. He also shows how to release the string in order to shoot the arrow straight across.
5511,"A group of kids are at the beach, trying to build a sand castle."
5512,"They gather sand and pack it around the center. The children across the beach are putting sand in buckets, proud of their work."
5513,"The children across the beach are putting sand in buckets, proud of their work. A girl dumps sand into a large bucket."
5514,A line of buckets filled with items are displayed on the beach as the kids gather behind them.
5515,The man in purple practices returns from a squash cannon serving machine.
5516,Outside a man is walking with a herd of sheep during a cold winter day. Inside of some store there is an older woman browsing looking around at some fabric.
5517,A young girl is standing in front of a crowd. She is playing the bagpipes.
5518,The girl in the green shirt goes down the slide. The girl goes up the stairs.
5519,The girl in the green shirt goes down the slide. The girl goes up the stairs. The girl goes down the slide again.
5520,Men pole vault and make it over the pole. We see the scores on a chain link fence.
5521,A man makes it over the pole and stands up and pumps his fists and we see the scores on the fence.
5522,A lady walks through a room pushing a mop. The lady demonstrates how to squeeze the handle.
5523,A lady walks through a room pushing a mop. The lady demonstrates how to squeeze the handle. She then shows how to mop a large floor.
5524,A person's feet are shown around a set of shoes and then begins putting socks on his feet.
